label,subject,category
2,The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare -- 30% support the law and 57% oppose it.,politics
0,The majority of the Hispanic population and the growth (of the population) is U.S.-born.,politics
2,Says Barack Obamas administration has admitted that money from its Iran nuclear deal would go directly to terrorism.,politics
1,No Bridge to Nowhere could occur.,politics
0,"When (Joe Kyrillos) had an opportunity to vote for women in terms of their health care, not once, not twice, but six times, he voted against womens health care in our state.",politics
2,"When it comes to classified information at the State Department, Hillary Clintons the decider.",politics
1,Food stamps have gone up two-and-a-half times under Barack Obama.,politics
1,"In the 38 Studios deal, Wall Street investors took a risk, and went bust.",politics
1,Says President Barack Obama broke his promise to keep a Wisconsin GM plant from closing.,politics
1,"The weight of the evidence (on global warming) is that most of it, maybe all of it, is because of natural causes ... its fair to say the science is in dispute.",politics
0,Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgias advantage in landing the companys USA corporate headquarters.,politics
1,State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.,politics
2,"The federal government is making the decision, whether we like it or not, to send 425 refugees to our state from Syria.",politics
1,Beer drinking is not allowed in any Illinois state parks.,politics
1,Says U.S. Senate rival Tommy Thompson ran Medicare into the ground and nine years closer to bankruptcy.,politics
1,"On new dollar coins, In God We Trust is gone!",politics
2,Says Obama flip-flopped on banning handguns.,politics
1,[T]he Georgia Dome has returned $10 billion in economic impact to the state of Georgia.,politics
0,What happens is people like Warren Buffett and he says this himself...pay 15 percent on the millions of dollars that they earn from wealth income... while their secretary is paying a higher rate on her work income. It's not right.,politics
0,"Other Western countries have ended their ""Don't Ask, Don't Tell"" policies.",politics
0,The U.S. is borrowing approximately $2.52 for every $1 of economic growth so far in 2012.,politics
1,"The Northwest Corridor highway project in Cobb and Cherokee counties is expected to create over 9,700 jobs statewide.",politics
1,Says Hillary Clinton is proposing destroying Medicare for seniors.,politics
1,On supporting winner of Democratic primary with her superdelegate vote.,politics
1,A bill to advance the Keystone XL Pipeline is an earmark under House rules.,politics
1,Florida is the first state requiring drug testing to receive welfare!,politics
1,Says Hillary Clinton wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than theyre paying now.,politics
1,"A lot of people who go into prison straight, and when they come out theyre gay.",politics
0,"SaysGOP U.S. Senate candidate Darryl Glenn wants to eliminate the Department of Education and jeopardize college fundingfor 320,000 Coloradans.",politics
1,The president of the United States will be taking a trip over to India that is expected to cost the taxpayers $200 million a day.,politics
0,White people control almost 90 percent of the nations wealth.,politics
1,200 consumer laws were destroyed in 2011 when Gov. Scott Walker signed Act 92.,politics
1,"Says that in 2007, Oregon ranked 25th -- or 7th from the bottom -- in percentage of children with untreated decay compared to 32 other states with similar data.",politics
1,Says Ted Kennedy sent a letter to then Soviet leader Yuri Andropov apologizing for Ronald Reagan and begging the Soviets not to overreact.,politics
2,Republicans went out of the way to praise (Eric) Holders nomination. ... Not a single Republican senator opposed Eric Holders nomination.,politics
2,"70,000 three-year-olds and four-year-olds across America will lose access to the preschool Head Start program. ... 2,000 in the state of Florida alone.",politics
1,"Muslims attempted to establish the first Islamic Sharia court inside the United States in the town of Irving, Texas.",politics
1,"Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.",politics
1,On the Cuba embargo.,politics
1,Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students.,politics
1,Says Wisconsin Manufacturers Commerces own 2014 survey revealed that just 15 percent of business executive respondents were in favor of Right-To-Work legislation.,politics
1,"When it comes to protesters in Madison, almost all are now from outside of Wisconsin.",politics
0,Says Democratic runoff opponent Grady Yarbrough twice previously ran statewide as a Republican.,politics
2,Says U.S. Rep. John Barrow left taxpayers on the hook for $950k study on genetic makeup of ants.,politics
0,The estimated savings of this (debt ceiling) deal only pay for half of the cost of extending all of the Bush-era tax cuts for another decade.,politics
